,Price,Cities,departure_time,arrival_time,layeover,Airline,Cabin
944," 5,444","Pune to Kolkata , 16 Apr",11:55,15:40,1 stop via Bhubaneswar,AirAsia,E
945," 5,555","Pune to Kolkata , 16 Apr",09:55,15:40,1 stop via Ahmedabad,IndiGo,E
946," 5,555","Pune to Kolkata , 16 Apr",17:20,23:10,1 stop via New Delhi,IndiGo,E
947," 5,555","Pune to Kolkata , 16 Apr",16:10,22:20,1 stop via Hyderabad,IndiGo,E
948," 5,555","Pune to Kolkata , 16 Apr",14:10,21:30,1 stop via New Delhi,IndiGo,E
949," 6,272","Pune to Kolkata , 16 Apr",14:30,16:50,Non stop,Go Air,E
950," 6,272","Pune to Kolkata , 16 Apr",15:15,17:35,Non stop,Spicejet,E
951," 6,273","Pune to Kolkata , 16 Apr",13:45,16:10,Non stop,IndiGo,E
952," 6,274","Pune to Kolkata , 16 Apr",19:25,01:20,1 stop via Bengaluru,AirAsia,E
953," 6,274","Pune to Kolkata , 16 Apr",17:55,07:10,1 stop via New Delhi,AirAsia,E
954," 4,023","Pune to Kochi , 16 Apr",14:05,20:10,1 stop via Bengaluru,IndiGo,E
955," 4,023","Pune to Kochi , 16 Apr",10:25,17:35,1 stop via Chennai,IndiGo,E
956," 4,068","Pune to Kochi , 16 Apr",15:55,10:00,1 stop via Bengaluru,Spicejet,E
957," 4,593","Pune to Kochi , 16 Apr",15:45,22:00,1 stop via Chennai,IndiGo,E
958," 4,593","Pune to Kochi , 16 Apr",16:10,23:10,1 stop via Hyderabad,IndiGo,E
959," 4,604","Pune to Kochi , 16 Apr",19:25,07:00,1 stop via Bengaluru,AirAsia,E
960," 5,013","Pune to Kochi , 16 Apr",10:05,12:00,Non stop,IndiGo,E
961," 5,013","Pune to Kochi , 16 Apr",17:35,23:25,1 stop via Bengaluru,IndiGo,E
962," 7,775","Pune to Kochi , 16 Apr",15:55,20:10,1 stop via Bengaluru,"Spicejet, IndiGo",E
963," 8,376","Pune to Kochi , 16 Apr",09:40,17:55,"2 stop via New Delhi,Thiruvananthapuram",Air India,E
964," 3,900","Pune to Goa , 16 Apr",17:35,22:45,1 stop via Bengaluru,IndiGo,E
965," 3,900","Pune to Goa , 16 Apr",14:05,20:50,1 stop via Bengaluru,IndiGo,E
966," 3,900","Pune to Goa , 16 Apr",17:40,00:35,1 stop via Ahmedabad,IndiGo,E
967," 3,900","Pune to Goa , 16 Apr",10:25,17:25,1 stop via Chennai,IndiGo,E
968," 3,900","Pune to Goa , 16 Apr",16:10,23:35,1 stop via Hyderabad,IndiGo,E
969," 3,900","Pune to Goa , 16 Apr",19:25,06:00,1 stop via Bengaluru,AirAsia,E
970," 3,900","Pune to Goa , 16 Apr",19:50,06:50,1 stop via Bengaluru,IndiGo,E
971," 4,671","Pune to Goa , 16 Apr",18:55,03:20,1 stop via Nagpur,IndiGo,E
972," 5,012","Pune to Goa , 16 Apr",12:50,13:45,Non stop,Spicejet,E
973," 5,442","Pune to Goa , 16 Apr",17:20,00:40,1 stop via New Delhi,IndiGo,E
974," 6,229","Pune to Guwahati , 16 Apr",19:25,10:15,1 stop via Bengaluru,AirAsia,E
975," 6,229","Pune to Guwahati , 16 Apr",17:55,09:45,1 stop via New Delhi,AirAsia,E
976," 6,654","Pune to Guwahati , 16 Apr",13:45,20:35,1 stop via Kolkata,IndiGo,E
977," 6,654","Pune to Guwahati , 16 Apr",14:05,23:40,1 stop via Bengaluru,IndiGo,E
978," 7,811","Pune to Guwahati , 16 Apr",08:15,17:30,1 stop via New Delhi,Vistara,E
979," 7,811","Pune to Guwahati , 16 Apr",19:30,12:05,1 stop via New Delhi,Vistara,E
980," 7,811","Pune to Guwahati , 16 Apr",13:10,12:05,1 stop via New Delhi,Vistara,E
981," 8,173","Pune to Guwahati , 16 Apr",09:00,17:45,1 stop via New Delhi,IndiGo,E
982," 8,811","Pune to Guwahati , 16 Apr",09:00,15:05,1 stop via New Delhi,IndiGo,E
983," 9,967","Pune to Guwahati , 16 Apr",10:25,16:30,1 stop via Chennai,IndiGo,E
984," 5,737","Pune to Lucknow , 16 Apr",19:30,06:00,1 stop via New Delhi,Go Air,E
985," 5,738","Pune to Lucknow , 16 Apr",14:05,19:50,1 stop via Bengaluru,IndiGo,E
986," 5,738","Pune to Lucknow , 16 Apr",16:10,22:20,1 stop via Hyderabad,IndiGo,E
987," 5,738","Pune to Lucknow , 16 Apr",14:10,20:50,1 stop via New Delhi,IndiGo,E
988," 6,066","Pune to Lucknow , 16 Apr",12:35,19:40,"2 stop via Bhopal,New Delhi",Air India,E
989," 6,066","Pune to Lucknow , 16 Apr",09:40,19:40,1 stop via New Delhi,Air India,E
990," 6,289","Pune to Lucknow , 16 Apr",08:15,14:50,1 stop via New Delhi,Vistara,E
991," 7,139","Pune to Lucknow , 16 Apr",09:00,17:35,1 stop via New Delhi,IndiGo,E
992," 7,323","Pune to Lucknow , 16 Apr",14:50,16:55,Non stop,IndiGo,E
993," 7,778","Pune to Lucknow , 16 Apr",09:55,19:40,"2 stop via Ahmedabad,New Delhi","IndiGo, Air India",E
994," 4,384","Pune to Jaipur , 16 Apr",14:55,16:45,Non stop,AirAsia,E
995," 4,389","Pune to Jaipur , 16 Apr",10:25,19:05,1 stop via Chennai,IndiGo,E
996," 4,389","Pune to Jaipur , 16 Apr",14:05,22:50,1 stop via Bengaluru,IndiGo,E
997," 4,389","Pune to Jaipur , 16 Apr",09:55,19:45,1 stop via Ahmedabad,IndiGo,E
998," 5,068","Pune to Jaipur , 16 Apr",19:50,01:20,1 stop via Bengaluru,IndiGo,E
999," 5,068","Pune to Jaipur , 16 Apr",17:20,23:10,1 stop via New Delhi,IndiGo,E
1000," 5,068","Pune to Jaipur , 16 Apr",16:10,23:55,1 stop via Hyderabad,IndiGo,E
1001," 5,068","Pune to Jaipur , 16 Apr",17:35,01:20,1 stop via Bengaluru,IndiGo,E
1002," 5,068","Pune to Jaipur , 16 Apr",13:45,22:15,1 stop via Kolkata,IndiGo,E
1003," 5,068","Pune to Jaipur , 16 Apr",14:10,23:10,1 stop via New Delhi,IndiGo,E
1004," 6,692","Pune to Patna , 16 Apr",11:15,13:40,Non stop,Spicejet,E
1005," 7,638","Pune to Patna , 16 Apr",10:55,13:20,Non stop,IndiGo,E
1006," 7,695","Pune to Patna , 16 Apr",17:05,09:00,1 stop via New Delhi,Spicejet,E
1007," 8,569","Pune to Patna , 16 Apr",19:30,07:20,1 stop via New Delhi,Go Air,E
1008," 8,651","Pune to Patna , 16 Apr",08:35,09:00,1 stop via New Delhi,Spicejet,E
1009," 8,870","Pune to Patna , 16 Apr",18:25,16:15,1 stop via Ahmedabad,Spicejet,E
1010," 9,029","Pune to Patna , 16 Apr",14:05,23:00,1 stop via Bengaluru,IndiGo,E
1011," 9,798","Pune to Patna , 16 Apr",09:55,14:45,1 stop via Ahmedabad,IndiGo,E
1012," 9,798","Pune to Patna , 16 Apr",14:05,20:45,1 stop via Bengaluru,IndiGo,E
1013," 10,751","Pune to Patna , 16 Apr",09:00,17:20,1 stop via New Delhi,IndiGo,E
1014," 6,337","Pune to Thiruvananthapuram , 16 Apr",19:50,06:40,1 stop via Bengaluru,IndiGo,E
1015," 7,166","Pune to Thiruvananthapuram , 16 Apr",14:05,18:15,1 stop via Bengaluru,IndiGo,E
1016," 7,187","Pune to Thiruvananthapuram , 16 Apr",10:25,18:30,1 stop via Chennai,IndiGo,E
1017," 7,791","Pune to Thiruvananthapuram , 16 Apr",09:00,19:15,1 stop via New Delhi,IndiGo,E
1018," 9,531","Pune to Thiruvananthapuram , 16 Apr",09:40,16:20,1 stop via New Delhi,Air India,E
1019," 9,990","Pune to Thiruvananthapuram , 16 Apr",19:30,12:15,1 stop via New Delhi,Vistara,E
1020," 13,623","Pune to Thiruvananthapuram , 16 Apr",18:50,19:40,"2 stop via New Delhi,Mumbai",Air India,E
1021," 13,623","Pune to Thiruvananthapuram , 16 Apr",18:50,19:40,"2 stop via New Delhi,Mumbai",Air India,E
1022," 6,017","Pune to Bhubaneswar , 16 Apr",17:40,21:55,1 stop via Ahmedabad,IndiGo,E
1023," 6,017","Pune to Bhubaneswar , 16 Apr",15:45,21:50,1 stop via Chennai,IndiGo,E
1024," 6,017","Pune to Bhubaneswar , 16 Apr",14:05,20:35,1 stop via Bengaluru,IndiGo,E
1025," 6,017","Pune to Bhubaneswar , 16 Apr",14:10,21:15,1 stop via New Delhi,IndiGo,E
1026," 6,017","Pune to Bhubaneswar , 16 Apr",10:25,21:50,1 stop via Chennai,IndiGo,E
1027," 6,296","Pune to Bhubaneswar , 16 Apr",16:10,20:50,1 stop via Hyderabad,IndiGo,E
1028," 6,628","Pune to Bhubaneswar , 16 Apr",13:45,19:30,1 stop via Kolkata,IndiGo,E
1029," 6,628","Pune to Bhubaneswar , 16 Apr",09:00,18:10,1 stop via New Delhi,IndiGo,E
1030," 7,186","Pune to Bhubaneswar , 16 Apr",11:55,13:50,Non stop,AirAsia,E
1031," 7,234","Pune to Bhubaneswar , 16 Apr",13:10,19:55,1 stop via New Delhi,Vistara,E
1032," 6,546","Pune to Kozhikode , 16 Apr",15:45,19:45,1 stop via Chennai,IndiGo,E
1033," 7,020","Pune to Kozhikode , 16 Apr",19:50,12:55,1 stop via Bengaluru,IndiGo,E
1034," 7,901","Pune to Kozhikode , 16 Apr",10:25,19:45,1 stop via Chennai,IndiGo,E
1035," 14,296","Pune to Kozhikode , 16 Apr",12:35,12:15,"2 stop via Bhopal,New Delhi",Air India,E
1036," 6,333","Pune to Bagdogra , 16 Apr",17:05,15:00,1 stop via New Delhi,Spicejet,E
1037," 6,613","Pune to Bagdogra , 16 Apr",08:35,11:35,1 stop via New Delhi,Spicejet,E
1038," 6,867","Pune to Bagdogra , 16 Apr",15:55,08:50,1 stop via Bengaluru,Spicejet,E
1039," 6,867","Pune to Bagdogra , 16 Apr",17:05,11:35,1 stop via New Delhi,Spicejet,E
1040," 6,911","Pune to Bagdogra , 16 Apr",08:15,15:45,1 stop via New Delhi,Vistara,E
1041," 7,243","Pune to Bagdogra , 16 Apr",08:35,15:00,1 stop via New Delhi,Spicejet,E
1042," 7,511","Pune to Bagdogra , 16 Apr",19:30,09:45,1 stop via New Delhi,Vistara,E
1043," 7,511","Pune to Bagdogra , 16 Apr",13:10,09:45,1 stop via New Delhi,Vistara,E
1044," 7,533","Pune to Bagdogra , 16 Apr",15:15,12:50,1 stop via Kolkata,Spicejet,E
1045," 7,971","Pune to Bagdogra , 16 Apr",09:00,16:05,1 stop via New Delhi,IndiGo,E
1046," 4,488","Pune to Nagpur , 16 Apr",18:55,20:20,Non stop,IndiGo,E
1047," 5,118","Pune to Nagpur , 16 Apr",11:05,12:30,Non stop,IndiGo,E
1048," 8,688","Pune to Nagpur , 16 Apr",18:50,08:30,"2 stop via New Delhi,Raipur",Air India,E
1049," 9,312","Pune to Nagpur , 16 Apr",12:35,07:20,"2 stop via Bhopal,Mumbai",Air India,E
1050," 11,251","Pune to Nagpur , 16 Apr",12:35,08:30,"3 stop via Bhopal,New Delhi,Raipur",Air India,E
1051," 12,993","Pune to Nagpur , 16 Apr",12:35,07:20,"3 stop via Bhopal,New Delhi,Mumbai",Air India,E
1052," 12,993","Pune to Nagpur , 16 Apr",12:35,07:20,"4 stop via Bhopal,New Delhi,Aurangabad,Mumbai",Air India,E
1053," 12,993","Pune to Nagpur , 16 Apr",09:40,07:20,"3 stop via New Delhi,Aurangabad,Mumbai",Air India,E
1054," 5,050","Pune to Varanasi , 16 Apr",17:05,07:45,1 stop via New Delhi,Spicejet,E
1055," 5,050","Pune to Varanasi , 16 Apr",08:35,07:45,1 stop via New Delhi,Spicejet,E
1056," 6,760","Pune to Varanasi , 16 Apr",11:30,20:00,1 stop via New Delhi,Go Air,E
1057," 6,919","Pune to Varanasi , 16 Apr",08:15,14:45,1 stop via New Delhi,Vistara,E
1058," 7,077","Pune to Varanasi , 16 Apr",17:40,07:05,"2 stop via Ahmedabad,Bengaluru","IndiGo, Go Air",E
1059," 7,500","Pune to Varanasi , 16 Apr",14:10,21:25,1 stop via New Delhi,IndiGo,E
1060," 8,531","Pune to Varanasi , 16 Apr",14:05,19:20,1 stop via Bengaluru,IndiGo,E
1061," 9,077","Pune to Varanasi , 16 Apr",14:10,20:00,1 stop via New Delhi,"IndiGo, Go Air",E
1062," 9,077","Pune to Varanasi , 16 Apr",12:35,20:00,"2 stop via Bhopal,New Delhi","Air India, Go Air",E
1063," 9,183","Pune to Varanasi , 16 Apr",08:35,14:45,1 stop via New Delhi,"Spicejet, Vistara",E
1064," 6,761","Pune to Indore , 16 Apr",19:30,09:50,1 stop via New Delhi,Vistara,E
1065," 8,688","Pune to Indore , 16 Apr",09:40,16:30,1 stop via New Delhi,Air India,E
1066," 9,077","Pune to Indore , 16 Apr",08:35,15:15,1 stop via New Delhi,"Spicejet, IndiGo",E
1067," 9,077","Pune to Indore , 16 Apr",08:35,16:30,1 stop via New Delhi,"Spicejet, Air India",E
1068," 9,077","Pune to Indore , 16 Apr",11:30,20:25,1 stop via New Delhi,"Go Air, IndiGo",E
1069," 9,077","Pune to Indore , 16 Apr",08:35,20:25,1 stop via New Delhi,"Spicejet, IndiGo",E
1070," 9,078","Pune to Indore , 16 Apr",09:40,15:15,1 stop via New Delhi,"Air India, IndiGo",E
1071," 9,078","Pune to Indore , 16 Apr",12:35,20:25,"2 stop via Bhopal,New Delhi","Air India, IndiGo",E
1072," 9,078","Pune to Indore , 16 Apr",09:40,20:25,1 stop via New Delhi,"Air India, IndiGo",E
1073," 9,079","Pune to Indore , 16 Apr",08:15,15:15,1 stop via New Delhi,"Vistara, IndiGo",E
1074," 5,522","Pune to Coimbatore , 16 Apr",15:45,21:55,1 stop via Chennai,IndiGo,E
1075," 5,696","Pune to Coimbatore , 16 Apr",16:10,19:55,1 stop via Hyderabad,IndiGo,E
1076," 6,588","Pune to Coimbatore , 16 Apr",10:25,15:30,1 stop via Chennai,IndiGo,E
1077," 6,877","Pune to Coimbatore , 16 Apr",10:25,19:25,1 stop via Chennai,IndiGo,E
1078," 7,097","Pune to Coimbatore , 16 Apr",19:50,06:40,1 stop via Bengaluru,IndiGo,E
1079," 7,271","Pune to Coimbatore , 16 Apr",14:05,20:20,1 stop via Bengaluru,IndiGo,E
1080," 8,563","Pune to Coimbatore , 16 Apr",15:55,20:20,1 stop via Bengaluru,"Spicejet, IndiGo",E
1081," 9,636","Pune to Coimbatore , 16 Apr",18:50,14:25,"2 stop via New Delhi,Chennai",Air India,E
1082," 10,086","Pune to Coimbatore , 16 Apr",12:35,13:30,"3 stop via Bhopal,Mumbai,Mangalore",Air India,E
1083," 10,473","Pune to Coimbatore , 16 Apr",19:00,13:30,"4 stop via Nasik,Hyderabad,Mumbai,Mangalore",Air India,E
1084," 6,576","Pune to Srinagar , 16 Apr",09:00,18:35,1 stop via New Delhi,IndiGo,E
1085," 6,693","Pune to Srinagar , 16 Apr",11:30,17:35,1 stop via New Delhi,Go Air,E
1086," 6,693","Pune to Srinagar , 16 Apr",19:30,08:35,"2 stop via New Delhi,Leh",Go Air,E
1087," 6,696","Pune to Srinagar , 16 Apr",17:55,07:25,1 stop via New Delhi,AirAsia,E
1088," 6,750","Pune to Srinagar , 16 Apr",08:15,13:10,1 stop via New Delhi,Vistara,E
1089," 6,750","Pune to Srinagar , 16 Apr",19:30,12:15,"2 stop via New Delhi,Jammu",Vistara,E
1090," 6,750","Pune to Srinagar , 16 Apr",13:10,12:15,"2 stop via New Delhi,Jammu",Vistara,E
1091," 7,835","Pune to Srinagar , 16 Apr",09:00,14:05,1 stop via New Delhi,IndiGo,E
1092," 8,058","Pune to Srinagar , 16 Apr",18:50,09:50,1 stop via New Delhi,Air India,E
1093," 8,431","Pune to Srinagar , 16 Apr",17:05,08:10,1 stop via New Delhi,Spicejet,E
1094," 5,591","Pune to Visakhapatnam , 16 Apr",16:10,19:50,1 stop via Hyderabad,IndiGo,E
1095," 5,819","Pune to Visakhapatnam , 16 Apr",14:05,18:25,1 stop via Bengaluru,IndiGo,E
1096," 5,819","Pune to Visakhapatnam , 16 Apr",10:25,17:30,1 stop via Chennai,IndiGo,E
1097," 5,819","Pune to Visakhapatnam , 16 Apr",14:10,21:40,1 stop via New Delhi,IndiGo,E
1098," 6,066","Pune to Visakhapatnam , 16 Apr",09:40,17:15,1 stop via New Delhi,Air India,E
1099," 7,681","Pune to Visakhapatnam , 16 Apr",12:30,19:50,1 stop via Hyderabad,"Air India, IndiGo",E
1100," 9,889","Pune to Visakhapatnam , 16 Apr",12:35,13:35,"3 stop via Bhopal,Mumbai,Raipur",Air India,E
1101," 11,103","Pune to Visakhapatnam , 16 Apr",12:30,13:35,"3 stop via Hyderabad,Mumbai,Raipur",Air India,E
1102," 12,323","Pune to Visakhapatnam , 16 Apr",18:50,13:35,"2 stop via New Delhi,Raipur",Air India,E
1103," 12,363","Pune to Visakhapatnam , 16 Apr",19:00,17:15,"3 stop via Nasik,Hyderabad,New Delhi",Air India,E
1104," 5,718","Pune to Ranchi , 16 Apr",11:30,19:25,1 stop via New Delhi,Go Air,E
1105," 6,497","Pune to Ranchi , 16 Apr",17:55,07:35,1 stop via New Delhi,AirAsia,E
1106," 6,509","Pune to Ranchi , 16 Apr",13:45,18:55,1 stop via Kolkata,IndiGo,E
1107," 6,509","Pune to Ranchi , 16 Apr",10:25,19:20,1 stop via Chennai,IndiGo,E
1108," 7,234","Pune to Ranchi , 16 Apr",19:30,08:20,1 stop via New Delhi,Vistara,E
1109," 7,447","Pune to Ranchi , 16 Apr",19:25,09:20,1 stop via Bengaluru,AirAsia,E
1110," 8,589","Pune to Ranchi , 16 Apr",09:55,07:35,"3 stop via Ahmedabad,New Delhi,Bengaluru","IndiGo, Go Air",E
1111," 9,067","Pune to Ranchi , 16 Apr",08:35,07:35,"2 stop via New Delhi,Bengaluru","Spicejet, Go Air",E
1112," 9,068","Pune to Ranchi , 16 Apr",14:10,07:35,"2 stop via New Delhi,Bengaluru","IndiGo, Go Air",E
1113," 9,068","Pune to Ranchi , 16 Apr",12:35,07:35,"3 stop via Bhopal,New Delhi,Bengaluru","Air India, Go Air",E
1114," 5,174","Pune to Amritsar , 16 Apr",17:05,18:45,1 stop via New Delhi,Spicejet,E
1115," 5,757","Pune to Amritsar , 16 Apr",08:35,18:45,1 stop via New Delhi,Spicejet,E
1116," 6,271","Pune to Amritsar , 16 Apr",18:25,18:35,1 stop via Ahmedabad,Spicejet,E
1117," 6,289","Pune to Amritsar , 16 Apr",19:30,09:20,1 stop via New Delhi,Vistara,E
1118," 6,289","Pune to Amritsar , 16 Apr",13:10,09:20,1 stop via New Delhi,Vistara,E
1119," 6,324","Pune to Amritsar , 16 Apr",14:10,19:15,1 stop via New Delhi,IndiGo,E
1120," 6,324","Pune to Amritsar , 16 Apr",09:00,19:15,1 stop via New Delhi,IndiGo,E
1121," 6,447","Pune to Amritsar , 16 Apr",08:15,14:50,1 stop via New Delhi,Vistara,E
1122," 7,221","Pune to Amritsar , 16 Apr",12:35,22:20,"2 stop via Bhopal,New Delhi",Air India,E
1123," 8,446","Pune to Amritsar , 16 Apr",11:30,18:45,1 stop via New Delhi,"Go Air, Spicejet",E
1124," 6,761","Pune to Raipur , 16 Apr",19:30,08:20,1 stop via New Delhi,Vistara,E
1125," 7,154","Pune to Raipur , 16 Apr",14:10,20:35,1 stop via New Delhi,IndiGo,E
1126," 7,659","Pune to Raipur , 16 Apr",09:00,15:50,1 stop via New Delhi,IndiGo,E
1127," 7,743","Pune to Raipur , 16 Apr",14:05,19:50,1 stop via Bengaluru,IndiGo,E
1128," 8,426","Pune to Raipur , 16 Apr",13:45,20:15,1 stop via Kolkata,IndiGo,E
1129," 8,658","Pune to Raipur , 16 Apr",08:35,18:40,"2 stop via New Delhi,Indore","Spicejet, IndiGo",E
1130," 8,659","Pune to Raipur , 16 Apr",08:15,18:40,"2 stop via New Delhi,Indore","Vistara, IndiGo",E
1131," 8,688","Pune to Raipur , 16 Apr",18:50,07:05,1 stop via New Delhi,Air India,E
1132," 8,784","Pune to Raipur , 16 Apr",09:40,18:40,"2 stop via New Delhi,Indore","Air India, IndiGo",E
1133," 9,077","Pune to Raipur , 16 Apr",08:35,15:50,1 stop via New Delhi,"Spicejet, IndiGo",E
1134," 5,487","Pune to Mangalore , 16 Apr",19:50,07:10,1 stop via Bengaluru,IndiGo,E
1135," 5,487","Pune to Mangalore , 16 Apr",17:35,07:10,1 stop via Bengaluru,IndiGo,E
1136," 6,641","Pune to Mangalore , 16 Apr",08:10,16:10,1 stop via Bengaluru,IndiGo,E
1137," 6,760","Pune to Mangalore , 16 Apr",13:45,20:20,1 stop via Chennai,IndiGo,E
1138," 7,082","Pune to Mangalore , 16 Apr",10:25,18:10,"2 stop via Chennai,Bengaluru","IndiGo, Spicejet",E
1139," 7,166","Pune to Mangalore , 16 Apr",10:25,20:20,1 stop via Chennai,IndiGo,E
1140," 10,473","Pune to Mangalore , 16 Apr",19:00,12:00,"3 stop via Nasik,Hyderabad,Mumbai",Air India,E
1141," 10,473","Pune to Mangalore , 16 Apr",12:30,12:00,"2 stop via Hyderabad,Mumbai",Air India,E
1142," 10,621","Pune to Mangalore , 16 Apr",12:35,12:00,"2 stop via Bhopal,Mumbai",Air India,E
1143," 12,681","Pune to Mangalore , 16 Apr",18:50,12:00,"2 stop via New Delhi,Mumbai",Air India,E
1144," 6,494","Pune to Port Blair , 16 Apr",15:45,07:00,1 stop via Chennai,IndiGo,E
1145," 7,848","Pune to Port Blair , 16 Apr",10:25,07:00,1 stop via Chennai,IndiGo,E
1146," 8,731","Pune to Port Blair , 16 Apr",15:55,07:00,"2 stop via Bengaluru,Chennai","Spicejet, IndiGo",E
1147," 8,731","Pune to Port Blair , 16 Apr",15:55,07:00,"2 stop via Bengaluru,Chennai","Spicejet, IndiGo",E
1148," 10,526","Pune to Port Blair , 16 Apr",15:15,08:10,1 stop via Kolkata,Spicejet,E
1149," 11,744","Pune to Port Blair , 16 Apr",15:55,06:30,"2 stop via Bengaluru,Mumbai","Spicejet, IndiGo",E
1150," 11,744","Pune to Port Blair , 16 Apr",15:55,06:30,"2 stop via Bengaluru,Mumbai","Spicejet, IndiGo",E
1151," 11,746","Pune to Port Blair , 16 Apr",19:25,06:30,"2 stop via Bengaluru,Mumbai","AirAsia, IndiGo",E
1152," 12,993","Pune to Port Blair , 16 Apr",18:50,09:00,1 stop via New Delhi,Air India,E
1153," 12,993","Pune to Port Blair , 16 Apr",19:30,11:20,"2 stop via New Delhi,Kolkata",Vistara,E
1154," 5,865","Pune to Tiruchirappalli , 16 Apr",14:05,18:05,1 stop via Bengaluru,IndiGo,E
1155," 6,441","Pune to Tiruchirappalli , 16 Apr",15:45,21:15,1 stop via Chennai,IndiGo,E
1156," 4,535","Guwahati to New Delhi , 16 Apr",13:00,19:20,1 stop via Agartala,IndiGo,E
1157," 4,535","Guwahati to New Delhi , 16 Apr",10:55,19:20,1 stop via Agartala,IndiGo,E
1158," 4,535","Guwahati to New Delhi , 16 Apr",09:50,18:55,1 stop via Bagdogra,IndiGo,E
1159," 4,535","Guwahati to New Delhi , 16 Apr",20:55,08:25,1 stop via Kolkata,IndiGo,E
1160," 4,720","Guwahati to New Delhi , 16 Apr",10:10,20:05,1 stop via Imphal,AirAsia,E
1161," 5,180","Guwahati to New Delhi , 16 Apr",20:55,03:25,1 stop via Kolkata,IndiGo,E
1162," 5,825","Guwahati to New Delhi , 16 Apr",15:40,22:45,1 stop via Kolkata,IndiGo,E
1163," 6,037","Guwahati to New Delhi , 16 Apr",17:55,20:15,Non stop,Go Air,E
1164," 6,037","Guwahati to New Delhi , 16 Apr",15:30,18:05,Non stop,Go Air,E
1165," 6,039","Guwahati to New Delhi , 16 Apr",18:05,20:40,Non stop,Vistara,E
1166," 4,835","Guwahati to Mumbai , 16 Apr",15:30,21:40,1 stop via New Delhi,Go Air,E
1167," 4,835","Guwahati to Mumbai , 16 Apr",17:55,08:55,1 stop via New Delhi,Go Air,E
1168," 4,840","Guwahati to Mumbai , 16 Apr",06:55,17:50,1 stop via New Delhi,IndiGo,E
1169," 5,470","Guwahati to Mumbai , 16 Apr",05:50,12:20,1 stop via Bengaluru,IndiGo,E
1170," 5,470","Guwahati to Mumbai , 16 Apr",09:50,16:20,"2 stop via Bagdogra,Ahmedabad",IndiGo,E
1171," 5,470","Guwahati to Mumbai , 16 Apr",11:10,17:50,1 stop via New Delhi,IndiGo,E
1172," 5,585","Guwahati to Mumbai , 16 Apr",23:25,07:55,1 stop via New Delhi,AirAsia,E
1173," 5,585","Guwahati to Mumbai , 16 Apr",20:15,06:20,1 stop via Bengaluru,AirAsia,E
1174," 5,585","Guwahati to Mumbai , 16 Apr",21:25,07:55,1 stop via New Delhi,AirAsia,E
1175," 6,039","Guwahati to Mumbai , 16 Apr",15:50,19:10,Non stop,Spicejet,E
1176," 5,460","Guwahati to Bengaluru , 16 Apr",08:20,20:10,"2 stop via Imphal,Agartala",IndiGo,E
1177," 5,696","Guwahati to Bengaluru , 16 Apr",15:55,10:50,"2 stop via Imphal,New Delhi",AirAsia,E
1178," 6,234","Guwahati to Bengaluru , 16 Apr",15:40,21:05,1 stop via Kolkata,IndiGo,E
1179," 6,234","Guwahati to Bengaluru , 16 Apr",17:05,23:15,1 stop via Kolkata,IndiGo,E
1180," 6,234","Guwahati to Bengaluru , 16 Apr",18:25,01:05,1 stop via New Delhi,IndiGo,E
1181," 6,234","Guwahati to Bengaluru , 16 Apr",06:55,13:45,1 stop via New Delhi,IndiGo,E
1182," 6,234","Guwahati to Bengaluru , 16 Apr",13:00,20:10,1 stop via Agartala,IndiGo,E
1183," 6,234","Guwahati to Bengaluru , 16 Apr",11:30,19:40,1 stop via Lucknow,IndiGo,E
1184," 6,234","Guwahati to Bengaluru , 16 Apr",10:55,20:10,1 stop via Agartala,IndiGo,E
1185," 6,234","Guwahati to Bengaluru , 16 Apr",20:55,06:55,1 stop via Kolkata,IndiGo,E
1186," 5,585","Guwahati to Hyderabad , 16 Apr",15:30,22:55,1 stop via New Delhi,Go Air,E
1187," 5,585","Guwahati to Hyderabad , 16 Apr",17:55,09:40,1 stop via New Delhi,Go Air,E
1188," 5,587","Guwahati to Hyderabad , 16 Apr",23:25,08:00,1 stop via New Delhi,AirAsia,E
1189," 5,587","Guwahati to Hyderabad , 16 Apr",21:25,08:00,1 stop via New Delhi,AirAsia,E
1190," 6,189","Guwahati to Hyderabad , 16 Apr",17:05,22:05,1 stop via Kolkata,IndiGo,E
1191," 6,189","Guwahati to Hyderabad , 16 Apr",18:10,23:35,1 stop via Kolkata,IndiGo,E
1192," 6,189","Guwahati to Hyderabad , 16 Apr",09:50,15:20,1 stop via Bagdogra,IndiGo,E
1193," 6,189","Guwahati to Hyderabad , 16 Apr",18:25,00:45,1 stop via New Delhi,IndiGo,E
1194," 6,189","Guwahati to Hyderabad , 16 Apr",15:40,22:05,1 stop via Kolkata,IndiGo,E
1195," 6,189","Guwahati to Hyderabad , 16 Apr",11:30,21:10,1 stop via Lucknow,IndiGo,E
1196," 6,739","Guwahati to Chennai , 16 Apr",16:00,23:20,1 stop via New Delhi,Spicejet,E
1197," 7,187","Guwahati to Chennai , 16 Apr",18:10,00:10,1 stop via Kolkata,IndiGo,E
1198," 7,187","Guwahati to Chennai , 16 Apr",18:25,01:10,1 stop via New Delhi,IndiGo,E
1199," 7,187","Guwahati to Chennai , 16 Apr",17:05,00:10,1 stop via Kolkata,IndiGo,E
1200," 7,187","Guwahati to Chennai , 16 Apr",09:50,17:35,"2 stop via Bagdogra,Ahmedabad",IndiGo,E
1201," 7,187","Guwahati to Chennai , 16 Apr",11:30,19:25,1 stop via Lucknow,IndiGo,E
