,Price,Cities,departure_time,arrival_time,layeover,Airline,Cabin
0," 5,124","Kolkata to Mumbai , 15 Apr",23:00,07:40,1 stop via Hyderabad,IndiGo,E
1," 5,124","Kolkata to Mumbai , 15 Apr",23:00,09:40,1 stop via Hyderabad,IndiGo,E
2," 4,800","Kolkata to Bengaluru , 15 Apr",23:00,08:20,1 stop via Hyderabad,IndiGo,E
3," 5,229","Kolkata to Hyderabad , 15 Apr",23:00,01:05,Non stop,IndiGo,E
4," 5,019","Kolkata to Kochi , 15 Apr",23:00,09:30,1 stop via Hyderabad,IndiGo,E
5," 6,962","Kolkata to Goa , 15 Apr",23:00,06:15,1 stop via Hyderabad,IndiGo,E
6," 6,043","Kolkata to Thiruvananthapuram , 15 Apr",23:00,10:40,1 stop via Hyderabad,IndiGo,E
7," 6,298","Kolkata to Coimbatore , 15 Apr",23:00,10:00,1 stop via Hyderabad,IndiGo,E
8," 6,321","Kolkata to Visakhapatnam , 15 Apr",23:00,08:20,1 stop via Hyderabad,IndiGo,E
9," 4,244","Kolkata to Raipur , 15 Apr",23:00,09:45,1 stop via Hyderabad,IndiGo,E
10," 5,937","Kolkata to Mangalore , 15 Apr",23:00,07:45,1 stop via Hyderabad,IndiGo,E
11," 7,312","Goa to New Delhi , 15 Apr",23:10,09:10,1 stop via Mumbai,Air India,E
12," 7,312","Goa to New Delhi , 15 Apr",23:10,11:10,"2 stop via Mumbai,Indore",Air India,E
13," 7,312","Goa to New Delhi , 15 Apr",23:10,12:15,1 stop via Mumbai,Air India,E
14," 10,357","Goa to New Delhi , 15 Apr",23:10,15:15,"2 stop via Mumbai,Hyderabad",Air India,E
15," 10,357","Goa to New Delhi , 15 Apr",23:10,18:30,"2 stop via Mumbai,Hyderabad",Air India,E
16," 3,007","Goa to Mumbai , 15 Apr",23:10,00:35,Non stop,Air India,E
17," 6,682","Goa to Bengaluru , 15 Apr",23:10,11:10,1 stop via Mumbai,Air India,E
18," 9,097","Goa to Bengaluru , 15 Apr",23:10,10:25,"2 stop via Mumbai,Hyderabad",Air India,E
19," 6,052","Goa to Hyderabad , 15 Apr",23:10,08:00,1 stop via Mumbai,Air India,E
20," 8,365","Goa to Hyderabad , 15 Apr",23:10,23:35,"3 stop via Mumbai,Indore,New Delhi",Air India,E
21," 8,365","Goa to Hyderabad , 15 Apr",23:10,23:35,"2 stop via Mumbai,New Delhi",Air India,E
22," 10,357","Goa to Hyderabad , 15 Apr",23:10,11:50,"2 stop via Mumbai,Chennai",Air India,E
23," 10,357","Goa to Hyderabad , 15 Apr",23:10,20:35,"2 stop via Mumbai,Chennai",Air India,E
24," 10,357","Goa to Hyderabad , 15 Apr",23:10,20:35,"2 stop via Mumbai,Chennai",Air India,E
25," 7,312","Goa to Chennai , 15 Apr",23:10,07:15,1 stop via Mumbai,Air India,E
26," 8,572","Goa to Kolkata , 15 Apr",23:10,08:50,1 stop via Mumbai,Air India,E
27," 9,055","Goa to Kochi , 15 Apr",23:20,09:35,1 stop via Kannur,IndiGo,E
28," 9,097","Goa to Kochi , 15 Apr",23:10,20:45,"2 stop via Mumbai,Bengaluru",Air India,E
29," 10,987","Goa to Kochi , 15 Apr",23:10,09:10,"2 stop via Mumbai,Chennai",Air India,E
30," 14,032","Goa to Kochi , 15 Apr",23:10,17:55,"4 stop via Mumbai,Indore,New Delhi,Thiruvananthapuram",Air India,E
31," 14,032","Goa to Kochi , 15 Apr",23:10,17:55,"3 stop via Mumbai,New Delhi,Thiruvananthapuram",Air India,E
32," 11,617","Goa to Pune , 15 Apr",23:10,18:10,"2 stop via Mumbai,New Delhi",Air India,E
33," 11,617","Goa to Pune , 15 Apr",23:10,18:10,"2 stop via Mumbai,New Delhi",Air India,E
34," 11,617","Goa to Pune , 15 Apr",23:10,18:10,"3 stop via Mumbai,Indore,New Delhi",Air India,E
35," 10,125","Goa to Guwahati , 15 Apr",23:10,11:05,"2 stop via Mumbai,Kolkata",Air India,E
36," 7,312","Goa to Lucknow , 15 Apr",23:10,10:30,1 stop via Mumbai,Air India,E
37," 9,520","Goa to Lucknow , 15 Apr",23:10,19:40,"2 stop via Mumbai,New Delhi",Air India,E
38," 9,520","Goa to Lucknow , 15 Apr",23:10,19:40,"2 stop via Mumbai,New Delhi",Air India,E
39," 9,520","Goa to Lucknow , 15 Apr",23:10,19:40,"3 stop via Mumbai,Indore,New Delhi",Air India,E
40," 11,565","Goa to Lucknow , 15 Apr",23:10,15:00,"3 stop via Mumbai,New Delhi,Gorakhpur",Air India,E
41," 12,247","Goa to Lucknow , 15 Apr",23:10,16:20,"2 stop via Mumbai,Bengaluru",Air India,E
42," 6,682","Goa to Jaipur , 15 Apr",23:10,13:15,1 stop via Mumbai,Air India,E
43," 8,365","Goa to Jaipur , 15 Apr",23:10,12:55,"2 stop via Mumbai,New Delhi",Air India,E
44," 9,990","Goa to Jaipur , 15 Apr",23:10,20:35,"2 stop via Mumbai,New Delhi",Air India,E
45," 9,990","Goa to Jaipur , 15 Apr",23:10,20:35,"3 stop via Mumbai,Indore,New Delhi",Air India,E
46," 8,572","Goa to Patna , 15 Apr",23:10,10:20,1 stop via Mumbai,Air India,E
47," 12,247","Goa to Patna , 15 Apr",23:10,20:40,"2 stop via Mumbai,Kolkata",Air India,E
48," 12,247","Goa to Patna , 15 Apr",23:10,21:20,"2 stop via Mumbai,Bengaluru",Air India,E
49," 12,982","Goa to Patna , 15 Apr",23:10,15:20,"2 stop via Mumbai,New Delhi",Air India,E
50," 12,982","Goa to Patna , 15 Apr",23:10,15:20,"2 stop via Mumbai,New Delhi",Air India,E
51," 15,292","Goa to Thiruvananthapuram , 15 Apr",23:10,16:20,"2 stop via Mumbai,New Delhi",Air India,E
52," 15,292","Goa to Thiruvananthapuram , 15 Apr",23:10,16:20,"3 stop via Mumbai,Indore,New Delhi",Air India,E
53," 7,312","Goa to Bhubaneswar , 15 Apr",23:10,14:25,1 stop via Mumbai,Air India,E
54," 11,617","Goa to Bhubaneswar , 15 Apr",23:10,20:55,"2 stop via Mumbai,New Delhi",Air India,E
55," 11,617","Goa to Bhubaneswar , 15 Apr",23:10,20:55,"3 stop via Mumbai,Indore,New Delhi",Air India,E
56," 11,617","Goa to Bhubaneswar , 15 Apr",23:10,20:55,"2 stop via Mumbai,New Delhi",Air India,E
57," 11,092","Goa to Bagdogra , 15 Apr",23:10,13:15,"2 stop via Mumbai,New Delhi",Air India,E
58," 11,092","Goa to Bagdogra , 15 Apr",23:10,14:55,"2 stop via Mumbai,Kolkata",Air India,E
59," 6,682","Goa to Nagpur , 15 Apr",23:10,07:20,1 stop via Mumbai,Air India,E
60," 7,312","Goa to Varanasi , 15 Apr",23:10,12:40,1 stop via Mumbai,Air India,E
61," 10,987","Goa to Varanasi , 15 Apr",23:10,11:35,"2 stop via Mumbai,New Delhi",Air India,E
62," 6,052","Goa to Indore , 15 Apr",23:10,08:25,1 stop via Mumbai,Air India,E
63," 10,987","Goa to Indore , 15 Apr",23:10,16:30,"2 stop via Mumbai,New Delhi",Air India,E
64," 10,987","Goa to Indore , 15 Apr",23:10,16:30,"2 stop via Mumbai,New Delhi",Air India,E
65," 6,682","Goa to Coimbatore , 15 Apr",23:10,13:30,"2 stop via Mumbai,Mangalore",Air India,E
66," 9,727","Goa to Coimbatore , 15 Apr",23:10,14:25,"2 stop via Mumbai,Chennai",Air India,E
67," 9,727","Goa to Coimbatore , 15 Apr",23:10,14:25,"2 stop via Mumbai,Chennai",Air India,E
68," 8,791","Goa to Srinagar , 15 Apr",23:10,10:45,"2 stop via Mumbai,New Delhi","Air India, Go Air",E
69," 10,105","Goa to Srinagar , 15 Apr",23:10,08:00,1 stop via Mumbai,"Air India, Spicejet",E
70," 7,312","Goa to Visakhapatnam , 15 Apr",23:10,13:35,"2 stop via Mumbai,Raipur",Air India,E
71," 12,037","Goa to Visakhapatnam , 15 Apr",23:10,17:15,"3 stop via Mumbai,Indore,New Delhi",Air India,E
72," 12,037","Goa to Visakhapatnam , 15 Apr",23:10,17:15,"2 stop via Mumbai,New Delhi",Air India,E
73," 12,037","Goa to Visakhapatnam , 15 Apr",23:10,17:15,"2 stop via Mumbai,New Delhi",Air India,E
74," 12,037","Goa to Visakhapatnam , 15 Apr",23:10,17:15,"2 stop via Mumbai,New Delhi",Air India,E
75," 6,039","Guwahati to New Delhi , 15 Apr",23:25,02:15,Non stop,AirAsia,E
76," 5,585","Guwahati to Mumbai , 15 Apr",23:25,07:55,1 stop via New Delhi,AirAsia,E
77," 7,709","Guwahati to Bengaluru , 15 Apr",23:25,10:50,1 stop via New Delhi,AirAsia,E
78," 5,587","Guwahati to Hyderabad , 15 Apr",23:25,08:00,1 stop via New Delhi,AirAsia,E
79," 7,955","Guwahati to Goa , 15 Apr",23:25,07:50,1 stop via New Delhi,AirAsia,E
80," 7,955","Guwahati to Goa , 15 Apr",23:25,15:25,1 stop via New Delhi,AirAsia,E
81," 6,947","Guwahati to Bagdogra , 15 Apr",23:25,12:10,1 stop via New Delhi,AirAsia,E
82," 8,089","Guwahati to Srinagar , 15 Apr",23:25,12:50,1 stop via New Delhi,AirAsia,E
83," 8,089","Guwahati to Srinagar , 15 Apr",23:25,13:25,1 stop via New Delhi,AirAsia,E
84," 4,477","Kolkata to New Delhi , 16 Apr",08:15,17:15,"2 stop via Raipur,Indore",IndiGo,E
85," 4,874","Kolkata to New Delhi , 16 Apr",14:35,19:20,1 stop via Agartala,IndiGo,E
86," 4,874","Kolkata to New Delhi , 16 Apr",09:05,14:55,1 stop via Bagdogra,AirAsia,E
87," 4,874","Kolkata to New Delhi , 16 Apr",04:40,10:55,1 stop via Hyderabad,AirAsia,E
88," 4,874","Kolkata to New Delhi , 16 Apr",12:30,18:55,1 stop via Bagdogra,IndiGo,E
89," 4,874","Kolkata to New Delhi , 16 Apr",10:40,18:55,1 stop via Bagdogra,IndiGo,E
90," 4,874","Kolkata to New Delhi , 16 Apr",07:35,20:10,"2 stop via Bhubaneswar,Pune",AirAsia,E
91," 4,874","Kolkata to New Delhi , 16 Apr",19:30,10:50,1 stop via Mumbai,AirAsia,E
92," 4,927","Kolkata to New Delhi , 16 Apr",17:45,22:30,1 stop via Ranchi,IndiGo,E
93," 4,927","Kolkata to New Delhi , 16 Apr",06:15,11:15,1 stop via Bhubaneswar,IndiGo,E
94," 5,120","Kolkata to Mumbai , 16 Apr",14:20,21:40,1 stop via New Delhi,Go Air,E
95," 5,120","Kolkata to Mumbai , 16 Apr",05:45,16:35,1 stop via New Delhi,Go Air,E
96," 5,124","Kolkata to Mumbai , 16 Apr",05:40,11:10,1 stop via Chennai,IndiGo,E
97," 5,124","Kolkata to Mumbai , 16 Apr",19:50,01:20,1 stop via Hyderabad,IndiGo,E
98," 5,124","Kolkata to Mumbai , 16 Apr",12:45,20:10,1 stop via Chennai,IndiGo,E
99," 5,124","Kolkata to Mumbai , 16 Apr",08:15,16:35,1 stop via Visakhapatnam,IndiGo,E
100," 5,124","Kolkata to Mumbai , 16 Apr",08:35,18:25,1 stop via Bengaluru,IndiGo,E
101," 5,124","Kolkata to Mumbai , 16 Apr",11:15,21:30,1 stop via Varanasi,IndiGo,E
102," 5,124","Kolkata to Mumbai , 16 Apr",21:15,07:40,1 stop via Hyderabad,IndiGo,E
103," 5,124","Kolkata to Mumbai , 16 Apr",05:40,16:20,1 stop via Ahmedabad,IndiGo,E
104," 4,280","Kolkata to Bengaluru , 16 Apr",09:15,20:10,"2 stop via Imphal,Agartala",IndiGo,E
105," 4,344","Kolkata to Bengaluru , 16 Apr",07:35,20:45,"2 stop via Bhubaneswar,Pune",AirAsia,E
106," 4,800","Kolkata to Bengaluru , 16 Apr",06:15,10:40,1 stop via Bhubaneswar,IndiGo,E
107," 4,800","Kolkata to Bengaluru , 16 Apr",18:25,23:00,1 stop via Bhubaneswar,IndiGo,E
108," 4,800","Kolkata to Bengaluru , 16 Apr",12:45,17:45,1 stop via Chennai,IndiGo,E
109," 4,800","Kolkata to Bengaluru , 16 Apr",05:45,11:05,1 stop via Hyderabad,IndiGo,E
110," 4,800","Kolkata to Bengaluru , 16 Apr",16:25,22:10,1 stop via Chennai,IndiGo,E
111," 4,800","Kolkata to Bengaluru , 16 Apr",23:00,06:25,1 stop via Hyderabad,IndiGo,E
112," 4,800","Kolkata to Bengaluru , 16 Apr",15:10,23:00,1 stop via Bhubaneswar,IndiGo,E
113," 4,800","Kolkata to Bengaluru , 16 Apr",05:40,14:25,1 stop via Chennai,IndiGo,E
114," 4,348","Kolkata to Hyderabad , 16 Apr",04:40,10:00,1 stop via Bengaluru,IndiGo,E
115," 4,348","Kolkata to Hyderabad , 16 Apr",07:30,12:50,1 stop via Bengaluru,IndiGo,E
116," 4,348","Kolkata to Hyderabad , 16 Apr",18:30,00:15,1 stop via Bengaluru,IndiGo,E
117," 4,348","Kolkata to Hyderabad , 16 Apr",08:15,14:15,1 stop via Visakhapatnam,IndiGo,E
118," 4,348","Kolkata to Hyderabad , 16 Apr",00:45,08:00,1 stop via New Delhi,AirAsia,E
119," 4,348","Kolkata to Hyderabad , 16 Apr",05:40,13:25,1 stop via Chennai,IndiGo,E
120," 4,348","Kolkata to Hyderabad , 16 Apr",21:55,06:35,1 stop via Chennai,IndiGo,E
121," 4,348","Kolkata to Hyderabad , 16 Apr",08:45,17:35,1 stop via Bengaluru,AirAsia,E
122," 4,348","Kolkata to Hyderabad , 16 Apr",14:15,00:15,1 stop via Bengaluru,IndiGo,E
123," 4,348","Kolkata to Hyderabad , 16 Apr",12:45,23:40,1 stop via Chennai,IndiGo,E
124," 4,340","Kolkata to Chennai , 16 Apr",16:40,00:55,1 stop via Ahmedabad,Go Air,E
125," 4,340","Kolkata to Chennai , 16 Apr",16:40,07:40,"2 stop via Ahmedabad,Mumbai",Go Air,E
126," 4,341","Kolkata to Chennai , 16 Apr",18:30,07:40,1 stop via Mumbai,Go Air,E
127," 4,343","Kolkata to Chennai , 16 Apr",04:40,08:35,1 stop via Hyderabad,AirAsia,E
128," 4,343","Kolkata to Chennai , 16 Apr",08:15,18:50,1 stop via Visakhapatnam,IndiGo,E
129," 4,343","Kolkata to Chennai , 16 Apr",19:30,07:10,1 stop via Mumbai,AirAsia,E
130," 4,343","Kolkata to Chennai , 16 Apr",20:25,08:15,1 stop via Bengaluru,IndiGo,E
131," 4,611","Kolkata to Chennai , 16 Apr",21:30,09:10,1 stop via Bengaluru,Spicejet,E
132," 4,611","Kolkata to Chennai , 16 Apr",09:35,21:40,1 stop via Bengaluru,Spicejet,E
133," 4,844","Kolkata to Chennai , 16 Apr",10:40,16:10,1 stop via Bengaluru,IndiGo,E
134," 5,017","Kolkata to Kochi , 16 Apr",08:45,13:40,1 stop via Bengaluru,AirAsia,E
135," 5,017","Kolkata to Kochi , 16 Apr",16:15,07:00,1 stop via Bengaluru,AirAsia,E
136," 5,019","Kolkata to Kochi , 16 Apr",21:55,09:20,1 stop via Chennai,IndiGo,E
137," 5,019","Kolkata to Kochi , 16 Apr",08:35,20:10,1 stop via Bengaluru,IndiGo,E
138," 5,019","Kolkata to Kochi , 16 Apr",05:40,17:35,1 stop via Chennai,IndiGo,E
139," 5,019","Kolkata to Kochi , 16 Apr",21:15,09:30,1 stop via Hyderabad,IndiGo,E
140," 5,071","Kolkata to Kochi , 16 Apr",18:30,07:10,1 stop via Mumbai,Go Air,E
141," 5,071","Kolkata to Kochi , 16 Apr",05:45,19:25,"2 stop via New Delhi,Mumbai",Go Air,E
142," 5,071","Kolkata to Kochi , 16 Apr",16:40,07:10,"2 stop via Ahmedabad,Mumbai",Go Air,E
143," 5,636","Kolkata to Kochi , 16 Apr",21:30,10:00,1 stop via Bengaluru,Spicejet,E
144," 5,050","Kolkata to Goa , 16 Apr",18:30,02:15,1 stop via Mumbai,Go Air,E
145," 5,050","Kolkata to Goa , 16 Apr",16:40,02:15,"2 stop via Ahmedabad,Mumbai",Go Air,E
146," 5,605","Kolkata to Goa , 16 Apr",19:10,13:00,1 stop via Mumbai,Spicejet,E
147," 5,663","Kolkata to Goa , 16 Apr",09:35,20:40,1 stop via Bengaluru,Spicejet,E
148," 5,663","Kolkata to Goa , 16 Apr",21:30,20:40,1 stop via Bengaluru,Spicejet,E
149," 6,962","Kolkata to Goa , 16 Apr",23:00,06:15,1 stop via Hyderabad,IndiGo,E
150," 6,962","Kolkata to Goa , 16 Apr",05:45,13:55,1 stop via Hyderabad,IndiGo,E
151," 7,001","Kolkata to Goa , 16 Apr",05:45,13:10,1 stop via New Delhi,Go Air,E
152," 7,020","Kolkata to Goa , 16 Apr",00:45,07:50,1 stop via New Delhi,AirAsia,E
153," 7,020","Kolkata to Goa , 16 Apr",07:40,15:25,1 stop via New Delhi,AirAsia,E
154," 4,594","Kolkata to Pune , 16 Apr",05:45,18:40,1 stop via New Delhi,Go Air,E
155," 4,597","Kolkata to Pune , 16 Apr",07:35,11:25,1 stop via Bhubaneswar,AirAsia,E
156," 4,597","Kolkata to Pune , 16 Apr",05:40,15:05,1 stop via Chennai,IndiGo,E
157," 4,597","Kolkata to Pune , 16 Apr",08:35,18:20,1 stop via Bengaluru,IndiGo,E
158," 4,597","Kolkata to Pune , 16 Apr",07:30,18:20,1 stop via Bengaluru,IndiGo,E
159," 4,597","Kolkata to Pune , 16 Apr",21:15,08:50,1 stop via Hyderabad,IndiGo,E
160," 4,597","Kolkata to Pune , 16 Apr",21:55,09:45,1 stop via Chennai,IndiGo,E
161," 5,300","Kolkata to Pune , 16 Apr",10:40,18:20,1 stop via Bengaluru,IndiGo,E
162," 5,300","Kolkata to Pune , 16 Apr",11:25,19:15,1 stop via New Delhi,IndiGo,E
163," 5,300","Kolkata to Pune , 16 Apr",04:40,12:45,1 stop via Bengaluru,IndiGo,E
164," 4,441","Kolkata to Lucknow , 16 Apr",05:45,13:00,1 stop via New Delhi,Go Air,E
165," 4,547","Kolkata to Lucknow , 16 Apr",07:05,13:25,1 stop via New Delhi,IndiGo,E
166," 4,547","Kolkata to Lucknow , 16 Apr",06:50,14:15,1 stop via Patna,IndiGo,E
167," 4,547","Kolkata to Lucknow , 16 Apr",01:10,09:10,1 stop via New Delhi,IndiGo,E
168," 4,547","Kolkata to Lucknow , 16 Apr",11:25,21:25,1 stop via New Delhi,IndiGo,E
169," 4,547","Kolkata to Lucknow , 16 Apr",20:20,07:10,1 stop via New Delhi,IndiGo,E
170," 4,704","Kolkata to Lucknow , 16 Apr",08:35,19:50,1 stop via Bengaluru,IndiGo,E
171," 4,704","Kolkata to Lucknow , 16 Apr",04:40,16:15,1 stop via Bengaluru,IndiGo,E
172," 4,704","Kolkata to Lucknow , 16 Apr",07:30,19:50,1 stop via Bengaluru,IndiGo,E
173," 4,967","Kolkata to Lucknow , 16 Apr",16:35,21:25,1 stop via New Delhi,IndiGo,E
174," 4,804","Kolkata to Jaipur , 16 Apr",18:30,07:35,1 stop via Mumbai,Go Air,E
175," 4,804","Kolkata to Jaipur , 16 Apr",16:40,07:35,"2 stop via Ahmedabad,Mumbai",Go Air,E
176," 4,844","Kolkata to Jaipur , 16 Apr",04:40,11:20,1 stop via Hyderabad,AirAsia,E
177," 4,844","Kolkata to Jaipur , 16 Apr",08:45,16:45,"2 stop via Bengaluru,Pune",AirAsia,E
178," 4,844","Kolkata to Jaipur , 16 Apr",07:35,16:45,"2 stop via Bhubaneswar,Pune",AirAsia,E
179," 4,844","Kolkata to Jaipur , 16 Apr",19:30,09:05,1 stop via Mumbai,AirAsia,E
180," 4,844","Kolkata to Jaipur , 16 Apr",16:15,09:05,"2 stop via Bengaluru,Mumbai",AirAsia,E
181," 5,228","Kolkata to Jaipur , 16 Apr",06:00,08:10,Non stop,Go Air,E
182," 5,287","Kolkata to Jaipur , 16 Apr",17:50,23:10,1 stop via New Delhi,IndiGo,E
183," 5,287","Kolkata to Jaipur , 16 Apr",05:45,11:40,1 stop via Hyderabad,IndiGo,E
184," 4,127","Kolkata to Patna , 16 Apr",06:50,08:05,Non stop,IndiGo,E
185," 4,599","Kolkata to Patna , 16 Apr",19:40,20:40,Non stop,Air India,E
186," 4,808","Kolkata to Patna , 16 Apr",08:00,11:25,1 stop via Guwahati,Spicejet,E
187," 5,754","Kolkata to Patna , 16 Apr",16:30,17:45,Non stop,IndiGo,E
188," 10,584","Kolkata to Patna , 16 Apr",10:25,18:25,1 stop via New Delhi,Air India,E
189," 10,584","Kolkata to Patna , 16 Apr",06:55,18:25,1 stop via New Delhi,Air India,E
190," 11,529","Kolkata to Patna , 16 Apr",10:15,19:55,1 stop via New Delhi,Vistara,E
191," 11,529","Kolkata to Patna , 16 Apr",07:10,19:55,1 stop via New Delhi,Vistara,E
192," 11,567","Kolkata to Patna , 16 Apr",05:45,18:45,1 stop via New Delhi,Go Air,E
193," 11,739","Kolkata to Patna , 16 Apr",14:10,21:20,1 stop via Bengaluru,Air India,E
194," 6,043","Kolkata to Thiruvananthapuram , 16 Apr",23:00,10:40,1 stop via Hyderabad,IndiGo,E
195," 6,837","Kolkata to Thiruvananthapuram , 16 Apr",10:40,18:15,1 stop via Bengaluru,IndiGo,E
196," 6,837","Kolkata to Thiruvananthapuram , 16 Apr",05:40,13:20,1 stop via Chennai,IndiGo,E
197," 6,905","Kolkata to Thiruvananthapuram , 16 Apr",07:30,13:25,1 stop via Bengaluru,IndiGo,E
198," 6,905","Kolkata to Thiruvananthapuram , 16 Apr",04:40,13:25,1 stop via Bengaluru,IndiGo,E
199," 6,905","Kolkata to Thiruvananthapuram , 16 Apr",20:25,06:40,1 stop via Bengaluru,IndiGo,E
200," 6,989","Kolkata to Thiruvananthapuram , 16 Apr",12:45,18:30,1 stop via Chennai,IndiGo,E
201," 7,640","Kolkata to Thiruvananthapuram , 16 Apr",08:35,18:15,1 stop via Bengaluru,IndiGo,E
202," 7,705","Kolkata to Thiruvananthapuram , 16 Apr",04:40,13:20,"2 stop via Hyderabad,Chennai","AirAsia, IndiGo",E
203," 8,590","Kolkata to Thiruvananthapuram , 16 Apr",10:10,18:30,1 stop via Chennai,"Spicejet, IndiGo",E
204," 3,339","Kolkata to Bhubaneswar , 16 Apr",18:25,19:30,Non stop,IndiGo,E
205," 3,339","Kolkata to Bhubaneswar , 16 Apr",06:15,07:30,Non stop,IndiGo,E
206," 3,339","Kolkata to Bhubaneswar , 16 Apr",15:10,16:35,Non stop,IndiGo,E
207," 3,340","Kolkata to Bhubaneswar , 16 Apr",07:35,08:45,Non stop,AirAsia,E
208," 3,602","Kolkata to Bhubaneswar , 16 Apr",07:45,10:30,1 stop via Jharsuguda,Air India,E
209," 7,450","Kolkata to Bhubaneswar , 16 Apr",10:15,19:55,1 stop via New Delhi,Vistara,E
210," 7,450","Kolkata to Bhubaneswar , 16 Apr",07:10,19:55,1 stop via New Delhi,Vistara,E
211," 9,534","Kolkata to Bhubaneswar , 16 Apr",10:25,20:55,1 stop via New Delhi,Air India,E
212," 9,534","Kolkata to Bhubaneswar , 16 Apr",06:55,20:55,1 stop via New Delhi,Air India,E
213," 10,587","Kolkata to Bhubaneswar , 16 Apr",19:00,20:55,"2 stop via Hyderabad,New Delhi",Air India,E
214," 7,587","Kolkata to Kozhikode , 16 Apr",07:30,12:55,1 stop via Bengaluru,IndiGo,E
215," 7,587","Kolkata to Kozhikode , 16 Apr",04:40,12:55,1 stop via Bengaluru,IndiGo,E
216," 7,703","Kolkata to Kozhikode , 16 Apr",12:45,19:45,1 stop via Chennai,IndiGo,E
217," 8,484","Kolkata to Kozhikode , 16 Apr",07:00,12:40,1 stop via Mumbai,IndiGo,E
218," 8,484","Kolkata to Kozhikode , 16 Apr",04:45,12:40,1 stop via Mumbai,IndiGo,E
219," 8,592","Kolkata to Kozhikode , 16 Apr",20:30,12:15,1 stop via New Delhi,Air India,E
220," 9,070","Kolkata to Kozhikode , 16 Apr",04:40,19:45,"2 stop via Hyderabad,Chennai","AirAsia, IndiGo",E
221," 9,955","Kolkata to Kozhikode , 16 Apr",10:10,19:45,1 stop via Chennai,"Spicejet, IndiGo",E
222," 9,957","Kolkata to Kozhikode , 16 Apr",13:30,19:45,1 stop via Chennai,"AirAsia, IndiGo",E
223," 11,072","Kolkata to Kozhikode , 16 Apr",20:20,08:40,1 stop via New Delhi,IndiGo,E
224," 3,624","Kolkata to Bagdogra , 16 Apr",05:55,10:35,1 stop via Guwahati,IndiGo,E
225," 3,822","Kolkata to Bagdogra , 16 Apr",12:55,14:00,Non stop,Go Air,E
226," 3,824","Kolkata to Bagdogra , 16 Apr",10:40,11:45,Non stop,IndiGo,E
227," 3,824","Kolkata to Bagdogra , 16 Apr",11:40,12:50,Non stop,Spicejet,E
228," 3,824","Kolkata to Bagdogra , 16 Apr",12:30,13:40,Non stop,IndiGo,E
229," 3,824","Kolkata to Bagdogra , 16 Apr",09:05,10:20,Non stop,AirAsia,E
230," 3,824","Kolkata to Bagdogra , 16 Apr",13:40,14:55,Non stop,Air India,E
231," 3,824","Kolkata to Bagdogra , 16 Apr",06:50,08:25,Non stop,Spicejet,E
232," 7,127","Kolkata to Bagdogra , 16 Apr",10:15,15:45,1 stop via New Delhi,Vistara,E
233," 7,127","Kolkata to Bagdogra , 16 Apr",07:10,15:45,1 stop via New Delhi,Vistara,E
234," 4,441","Kolkata to Nagpur , 16 Apr",18:30,07:25,1 stop via Mumbai,Go Air,E
235," 4,441","Kolkata to Nagpur , 16 Apr",16:40,07:25,"2 stop via Ahmedabad,Mumbai",Go Air,E
236," 4,547","Kolkata to Nagpur , 16 Apr",01:10,08:05,1 stop via New Delhi,IndiGo,E
237," 4,547","Kolkata to Nagpur , 16 Apr",07:05,15:45,1 stop via New Delhi,IndiGo,E
238," 4,547","Kolkata to Nagpur , 16 Apr",06:05,15:45,1 stop via New Delhi,IndiGo,E
239," 4,547","Kolkata to Nagpur , 16 Apr",05:45,15:40,1 stop via Hyderabad,IndiGo,E
240," 4,547","Kolkata to Nagpur , 16 Apr",20:20,08:05,1 stop via New Delhi,IndiGo,E
241," 4,809","Kolkata to Nagpur , 16 Apr",17:25,19:20,Non stop,IndiGo,E
242," 5,807","Kolkata to Nagpur , 16 Apr",07:00,15:00,1 stop via Mumbai,IndiGo,E
243," 5,807","Kolkata to Nagpur , 16 Apr",10:45,19:10,1 stop via Mumbai,IndiGo,E
244," 4,284","Kolkata to Varanasi , 16 Apr",11:15,12:35,Non stop,IndiGo,E
245," 6,282","Kolkata to Varanasi , 16 Apr",06:55,11:35,1 stop via New Delhi,Air India,E
246," 6,282","Kolkata to Varanasi , 16 Apr",20:30,12:05,1 stop via New Delhi,Air India,E
247," 7,135","Kolkata to Varanasi , 16 Apr",10:15,14:45,1 stop via New Delhi,Vistara,E
248," 7,135","Kolkata to Varanasi , 16 Apr",07:10,14:45,1 stop via New Delhi,Vistara,E
249," 8,785","Kolkata to Varanasi , 16 Apr",14:20,20:00,1 stop via New Delhi,Go Air,E
250," 8,785","Kolkata to Varanasi , 16 Apr",05:45,11:35,1 stop via New Delhi,Go Air,E
251," 8,785","Kolkata to Varanasi , 16 Apr",05:45,20:00,1 stop via New Delhi,Go Air,E
252," 8,960","Kolkata to Varanasi , 16 Apr",07:45,12:05,"3 stop via Jharsuguda,Bhubaneswar,New Delhi",Air India,E
253," 10,941","Kolkata to Varanasi , 16 Apr",19:00,12:05,"2 stop via Hyderabad,New Delhi",Air India,E
254," 5,072","Kolkata to Indore , 16 Apr",08:15,11:25,1 stop via Raipur,IndiGo,E
255," 5,072","Kolkata to Indore , 16 Apr",07:05,15:15,1 stop via New Delhi,IndiGo,E
256," 6,029","Kolkata to Indore , 16 Apr",04:40,10:10,1 stop via Bengaluru,IndiGo,E
257," 6,029","Kolkata to Indore , 16 Apr",04:45,11:45,1 stop via Mumbai,IndiGo,E
